[2024-12-01 14:45:39] warning: 	z2m: `permit_join` set to  `true` in configuration.yaml.
[2024-12-01 14:52:47] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,59,253]
[2024-12-01 14:52:47] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,59] - 253
[2024-12-01 14:52:47] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":59}
[2024-12-01 14:52:47] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: <-- [254,3,69,196,206,18,0,94]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,196,206,18,0,94]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 196 - [206,18,0] - 94
[2024-12-01 14:53:55] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd - {"dstaddr":4814,"relaycount":0,"relaylist":[]}
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: <-- [254,25,68,129,0,0,10,0,206,18,37,11,0,40,0,241,42,208,0,0,5,0,45,0,0,0,206,18,29,238]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext [254,25,68,129,0,0,10,0,206,18,37,11,0,40,0,241,42,208,0,0,5,0,45,0,0,0,206,18,29,238]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --> parsed 25 - 2 - 4 - 129 - [0,0,10,0,206,18,37,11,0,40,0,241,42,208,0,0,5,0,45,0,0,0,206,18,29] - 238
[2024-12-01 14:53:55] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":10,"srcaddr":4814,"srcendpoint":37,"dstendpoint":11,"wasbroadcast":0,"linkquality":40,"securityuse":0,"timestamp":13642481,"transseqnumber":0,"len":5,"data":{"type":"Buffer","data":[0,45,0,0,0]}}
[2024-12-01 14:53:55] debug: 	zh:controller: Received payload: clusterID=10, address=4814, groupID=0, endpoint=37, destinationEndpoint=11, wasBroadcast=false, linkQuality=40, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":0,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":45,"commandIdentifier":0},"payload":[{"attrId":0}],"command":{"ID":0,"name":"read","parameters":[{"name":"attrId","type":33}],"response":1}}
[2024-12-01 14:53:55] info: 	z2m: Configuring 'Alarm Repeater'
[2024-12-01 14:53:55] debug: 	zhc:setupattribute: Configure reporting: true, read: true for 0x0015bc0022000242/1 genOnOff [{"attribute":"onOff","min":"MIN","max":"MAX","change":1}]
[2024-12-01 14:53:55] debug: 	zh:controller:endpoint: Bind 0x0015bc0022000242/1 genOnOff from '0x00124b002e0e1c5f/1'
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:writer: --> frame [254,23,37,33,206,18,66,2,0,34,0,188,21,0,1,6,0,3,95,28,14,46,0,75,18,0,1,59]
[2024-12-01 14:53:55] debug: 	zh:controller:endpoint: ZCL command 0x0015bc0022000242/37 genTime.readRsp({"time":786376435}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"srcEndpoint":11,"reservedBits":0,"transactionSequenceNumber":45,"writeUndiv":false})
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:53:55] debug: 	z2m: Received Zigbee message from 'Alarm Repeater', type 'read', cluster 'genTime', data '["time"]' from endpoint 37 with groupID 0
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,33,0,69]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,33,0,69]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 33 - [0] - 69
[2024-12-01 14:53:55] debug: 	zh:zstack:znp: <-- SRSP: ZDO - bindReq - {"status":0}
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: <-- [254,3,69,161,206,18,0,59]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,161,206,18,0,59]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 161 - [206,18,0] - 59
[2024-12-01 14:53:55] debug: 	zh:zstack:znp: <-- AREQ: ZDO - bindRsp - {"srcaddr":4814,"zdo":[0,null]}
[2024-12-01 14:53:55] debug: 	zh:controller: Received ZDO response: clusterId=BIND_RESPONSE, status=SUCCESS, payload=undefined
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:53:55] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x0015bc0022000242:4814/37 (0,0,1)
[2024-12-01 14:53:55] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":4814,"destendpoint":37,"srcendpoint":11,"clusterid":10,"transid":60,"options":0,"radius":30,"len":11,"data":{"type":"Buffer","data":[24,45,1,0,0,0,226,243,38,223,46]}}
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:writer: --> frame [254,21,36,1,206,18,37,11,10,0,60,0,30,11,24,45,1,0,0,0,226,243,38,223,46,19]
[2024-12-01 14:53:55] debug: 	zh:controller:endpoint: ZCL command 0x0015bc0022000242/1 genOnOff.configReport([{"minimumReportInterval":0,"maximumReportInterval":65000,"reportableChange":1,"attribute":"onOff"}], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false})
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:53:55] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,11,60,240]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,11,60,240]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,11,60] - 240
[2024-12-01 14:53:55] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":11,"transid":60}
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:53:55] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x0015bc0022000242:4814/1 (0,0,1)
[2024-12-01 14:53:55] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":4814,"destendpoint":1,"srcendpoint":1,"clusterid":6,"transid":61,"options":0,"radius":30,"len":11,"data":{"type":"Buffer","data":[16,232,6,0,0,0,16,0,0,232,253]}}
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:writer: --> frame [254,21,36,1,206,18,1,1,6,0,61,0,30,11,16,232,6,0,0,0,16,0,0,232,253,57]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:53:55] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,61,251]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,61,251]
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,61] - 251
[2024-12-01 14:53:55] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":61}
[2024-12-01 14:53:55] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:54:05] debug: 	zh:zstack: Response timeout (0x0015bc0022000242:4814,0)
[2024-12-01 14:54:05] debug: 	zh:zstack:znp: --> SREQ: UTIL - assocGetWithAddress - {"extaddr":"0x0015bc0022000242","nwkaddr":4814}
[2024-12-01 14:54:05] debug: 	zh:zstack:unpi:writer: --> frame [254,10,39,74,66,2,0,34,0,188,21,0,206,18,112]
[2024-12-01 14:54:05] debug: 	zh:zstack:unpi:parser: <-- [254,36,103,74,254,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8]
[2024-12-01 14:54:05] debug: 	zh:zstack:unpi:parser: --- parseNext [254,36,103,74,254,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8]
[2024-12-01 14:54:05] debug: 	zh:zstack:unpi:parser: --> parsed 36 - 3 - 7 - 74 - [254,255,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0] - 8
[2024-12-01 14:54:05] debug: 	zh:zstack:znp: <-- SRSP: UTIL - assocGetWithAddress - {"nwkaddr":65534,"addridx":0,"noderelation":0}
[2024-12-01 14:54:05] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:54:05] debug: 	zh:zstack: Response timeout recovery: Node relation 0 (0x0015bc0022000242 / 65534)
[2024-12-01 14:54:05] debug: 	zh:zstack: Discovering route to 4814
[2024-12-01 14:54:05] debug: 	zh:zstack:znp: --> SREQ: ZDO - extRouteDisc - {"dstAddr":4814,"options":0,"radius":30}
[2024-12-01 14:54:05] debug: 	zh:zstack:unpi:writer: --> frame [254,4,37,69,206,18,0,30,166]
[2024-12-01 14:54:05] debug: 	zh:zstack:unpi:parser: <-- [254,1,101,69,0,33]
[2024-12-01 14:54:05] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,101,69,0,33]
[2024-12-01 14:54:05] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 5 - 69 - [0] - 33
[2024-12-01 14:54:05] debug: 	zh:zstack:znp: <-- SRSP: ZDO - extRouteDisc - {"status":0}
[2024-12-01 14:54:05] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:54:06] debug: 	zh:zstack:unpi:parser: <-- [254,28,68,129,0,0,4,11,233,121,1,1,0,102,0,179,179,218,0,0,8,24,158,10,11,5,41,0,0,233,121,29,212]
[2024-12-01 14:54:06] debug: 	zh:zstack:unpi:parser: --- parseNext [254,28,68,129,0,0,4,11,233,121,1,1,0,102,0,179,179,218,0,0,8,24,158,10,11,5,41,0,0,233,121,29,212]
[2024-12-01 14:54:06] debug: 	zh:zstack:unpi:parser: --> parsed 28 - 2 - 4 - 129 - [0,0,4,11,233,121,1,1,0,102,0,179,179,218,0,0,8,24,158,10,11,5,41,0,0,233,121,29] - 212
[2024-12-01 14:54:06] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":2820,"srcaddr":31209,"srcendpoint":1,"dstendpoint":1,"wasbroadcast":0,"linkquality":102,"securityuse":0,"timestamp":14332851,"transseqnumber":0,"len":8,"data":{"type":"Buffer","data":[24,158,10,11,5,41,0,0]}}
[2024-12-01 14:54:06] debug: 	zh:controller: Received payload: clusterID=2820, address=31209, groupID=0, endpoint=1, destinationEndpoint=1, wasBroadcast=false, linkQuality=102, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":true,"reservedBits":0},"transactionSequenceNumber":158,"commandIdentifier":10},"payload":[{"attrId":1291,"dataType":41,"attrData":0}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":33},{"name":"dataType","type":32},{"name":"attrData","type":1000}]}}
[2024-12-01 14:54:06] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:54:06] debug: 	z2m: Received Zigbee message from 'Smart Plug Z1', type 'attributeReport', cluster 'haElectricalMeasurement', data '{"activePower":0}' from endpoint 1 with groupID 0
[2024-12-01 14:54:07] debug: 	zh:zstack:unpi:parser: <-- [254,29,68,129,0,0,0,5,206,18,37,11,0,43,0,106,134,219,0,0,9,25,46,0,48,0,0,23,255,255,206,18,29,235]
[2024-12-01 14:54:07] debug: 	zh:zstack:unpi:parser: --- parseNext [254,29,68,129,0,0,0,5,206,18,37,11,0,43,0,106,134,219,0,0,9,25,46,0,48,0,0,23,255,255,206,18,29,235]
[2024-12-01 14:54:07] debug: 	zh:zstack:unpi:parser: --> parsed 29 - 2 - 4 - 129 - [0,0,0,5,206,18,37,11,0,43,0,106,134,219,0,0,9,25,46,0,48,0,0,23,255,255,206,18,29] - 235
[2024-12-01 14:54:07] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":1280,"srcaddr":4814,"srcendpoint":37,"dstendpoint":11,"wasbroadcast":0,"linkquality":43,"securityuse":0,"timestamp":14386794,"transseqnumber":0,"len":9,"data":{"type":"Buffer","data":[25,46,0,48,0,0,23,255,255]}}
[2024-12-01 14:54:07] debug: 	zh:controller: Received payload: clusterID=1280, address=4814, groupID=0, endpoint=37, destinationEndpoint=11, wasBroadcast=false, linkQuality=43, frame={"header":{"frameControl":{"frameType":1,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":true,"reservedBits":0},"transactionSequenceNumber":46,"commandIdentifier":0},"payload":{"zonestatus":48,"extendedstatus":0},"command":{"ID":0,"parameters":[{"name":"zonestatus","type":33},{"name":"extendedstatus","type":32}],"name":"statusChangeNotification"}}
[2024-12-01 14:54:07] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:54:07] debug: 	z2m: Received Zigbee message from 'Alarm Repeater', type 'commandStatusChangeNotification', cluster 'ssIasZone', data '{"extendedstatus":0,"zonestatus":48}' from endpoint 37 with groupID 0
[2024-12-01 14:54:07] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Alarm Repeater', payload '{"alarm_1":false,"alarm_2":false,"battery":null,"battery_low":false,"linkquality":43,"state":null,"tamper":false}'
[2024-12-01 14:54:08] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x0015bc0022000242:4814/1 (1,0,1)
[2024-12-01 14:54:08] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":4814,"destendpoint":1,"srcendpoint":1,"clusterid":6,"transid":62,"options":0,"radius":30,"len":11,"data":{"type":"Buffer","data":[16,232,6,0,0,0,16,0,0,232,253]}}
[2024-12-01 14:54:08] debug: 	zh:zstack:unpi:writer: --> frame [254,21,36,1,206,18,1,1,6,0,62,0,30,11,16,232,6,0,0,0,16,0,0,232,253,58]
[2024-12-01 14:54:08] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2024-12-01 14:54:08] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2024-12-01 14:54:08] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:54:08] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:54:08] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:54:08] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,62,248]
[2024-12-01 14:54:08] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,62,248]
[2024-12-01 14:54:08] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,62] - 248
[2024-12-01 14:54:08] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":62}
[2024-12-01 14:54:08] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:54:17] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Smart Plug Z1', payload '{"child_lock":"UNLOCK","countdown":0,"current":0,"energy":16.74,"indicator_mode":"off/on","linkquality":102,"power":0,"power_outage_memory":"off","state":"ON","update":{"installed_version":192,"latest_version":192,"state":"idle"},"update_available":null,"voltage":235}'
[2024-12-01 14:54:18] debug: 	zh:zstack: Response timeout (0x0015bc0022000242:4814,1)
[2024-12-01 14:54:18] debug: 	zh:controller:endpoint: Error: ZCL command 0x0015bc0022000242/1 genOnOff.configReport([{"minimumReportInterval":0,"maximumReportInterval":65000,"reportableChange":1,"attribute":"onOff"}], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Timeout - 4814 - 1 - 232 - 6 - 7 after 10000ms)
    at Object.start (/app/node_modules/zigbee-herdsman/src/utils/waitress.ts:59:23)
    at ZStackAdapter.sendZclFrameToEndpointInternal (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:640:47)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at ZStackAdapter.sendZclFrameToEndpointInternal (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:672:28)
    at /app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:422:20
    at Queue.execute (/app/node_modules/zigbee-herdsman/src/utils/queue.ts:36:20)
    at ZStackAdapter.sendZclFrameToEndpoint (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:420:16)
    at Request.send (/app/node_modules/zigbee-herdsman/src/controller/helpers/request.ts:82:20)
    at Endpoint.sendRequest (/app/node_modules/zigbee-herdsman/src/controller/model/endpoint.ts:325:20)
    at Endpoint.zclCommand (/app/node_modules/zigbee-herdsman/src/controller/model/endpoint.ts:951:28)
[2024-12-01 14:54:18] error: 	z2m: Failed to configure 'Alarm Repeater', attempt 3 (Error: ZCL command 0x0015bc0022000242/1 genOnOff.configReport([{"minimumReportInterval":0,"maximumReportInterval":65000,"reportableChange":1,"attribute":"onOff"}], {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":0,"reservedBits":0,"writeUndiv":false}) failed (Timeout - 4814 - 1 - 232 - 6 - 7 after 10000ms)
    at Object.start (/app/node_modules/zigbee-herdsman/src/utils/waitress.ts:59:23)
    at ZStackAdapter.sendZclFrameToEndpointInternal (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:640:47)
    at processTicksAndRejections (node:internal/process/task_queues:95:5)
    at ZStackAdapter.sendZclFrameToEndpointInternal (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:672:28)
    at /app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:422:20
    at Queue.execute (/app/node_modules/zigbee-herdsman/src/utils/queue.ts:36:20)
    at ZStackAdapter.sendZclFrameToEndpoint (/app/node_modules/zigbee-herdsman/src/adapter/z-stack/adapter/zStackAdapter.ts:420:16)
    at Request.send (/app/node_modules/zigbee-herdsman/src/controller/helpers/request.ts:82:20)
    at Endpoint.sendRequest (/app/node_modules/zigbee-herdsman/src/controller/model/endpoint.ts:325:20)
    at Endpoint.zclCommand (/app/node_modules/zigbee-herdsman/src/controller/model/endpoint.ts:951:28))
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: <-- [254,28,68,129,0,0,0,4,7,235,2,1,0,105,0,132,62,2,0,0,8,8,196,10,0,0,33,207,113,233,121,28,62]
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: --- parseNext [254,28,68,129,0,0,0,4,7,235,2,1,0,105,0,132,62,2,0,0,8,8,196,10,0,0,33,207,113,233,121,28,62]
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: --> parsed 28 - 2 - 4 - 129 - [0,0,0,4,7,235,2,1,0,105,0,132,62,2,0,0,8,8,196,10,0,0,33,207,113,233,121,28] - 62
[2024-12-01 14:54:31] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":1024,"srcaddr":60167,"srcendpoint":2,"dstendpoint":1,"wasbroadcast":0,"linkquality":105,"securityuse":0,"timestamp":147076,"transseqnumber":0,"len":8,"data":{"type":"Buffer","data":[8,196,10,0,0,33,207,113]}}
[2024-12-01 14:54:31] debug: 	zh:controller: Received payload: clusterID=1024, address=60167, groupID=0, endpoint=2, destinationEndpoint=1, wasBroadcast=false, linkQuality=105, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":196,"commandIdentifier":10},"payload":[{"attrId":0,"dataType":33,"attrData":29135}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":33},{"name":"dataType","type":32},{"name":"attrData","type":1000}]}}
[2024-12-01 14:54:31] debug: 	zh:controller:endpoint: ZCL command 0x001788010649a073/2 msIlluminanceMeasurement.defaultRsp({"cmdId":10,"statusCode":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"reservedBits":0,"transactionSequenceNumber":196,"writeUndiv":false})
[2024-12-01 14:54:31] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0x001788010649a073:60167/2 (0,0,1)
[2024-12-01 14:54:31] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":60167,"destendpoint":2,"srcendpoint":1,"clusterid":1024,"transid":63,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[24,196,11,10,0]}}
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,7,235,2,1,0,4,63,0,30,5,24,196,11,10,0,56]
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:54:31] debug: 	z2m: Received Zigbee message from 'Philips Backyard Sensor', type 'attributeReport', cluster 'msIlluminanceMeasurement', data '{"measuredValue":29135}' from endpoint 2 with groupID 0
[2024-12-01 14:54:31] info: 	z2m:mqtt: MQTT publish: topic 'zigbee2mqtt/Philips Backyard Sensor', payload '{"battery":52.5,"illuminance":29135,"illuminance_lux":819,"led_indication":true,"linkquality":105,"motion_sensitivity":"high","occupancy":false,"occupancy_timeout":60,"temperature":17.43,"update":{"installed_version":1107323831,"latest_version":1107323831,"state":"idle"},"update_available":null}'
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: --- parseNext [254,1,100,1,0,100]
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: --> parsed 1 - 3 - 4 - 1 - [0] - 100
[2024-12-01 14:54:31] debug: 	zh:zstack:znp: <-- SRSP: AF - dataRequest - {"status":0}
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: <-- [254,3,68,128,0,1,63,249]
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,68,128,0,1,63,249]
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 4 - 128 - [0,1,63] - 249
[2024-12-01 14:54:31] debug: 	zh:zstack:znp: <-- AREQ: AF - dataConfirm - {"status":0,"endpoint":1,"transid":63}
[2024-12-01 14:54:31] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: <-- [254,3,69,196,233,121,0,18,254,35,68,129,0,0,0,0,233,121,1,1,0,105,0,34,12,56,0,0,15,8,159,10,1,0,32,192,226,255,32,54,228,255,32,0,233,121,29,199]
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: --- parseNext [254,3,69,196,233,121,0,18,254,35,68,129,0,0,0,0,233,121,1,1,0,105,0,34,12,56,0,0,15,8,159,10,1,0,32,192,226,255,32,54,228,255,32,0,233,121,29,199]
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: --> parsed 3 - 2 - 5 - 196 - [233,121,0] - 18
[2024-12-01 14:55:27] debug: 	zh:zstack:znp: <-- AREQ: ZDO - srcRtgInd - {"dstaddr":31209,"relaycount":0,"relaylist":[]}
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: --- parseNext [254,35,68,129,0,0,0,0,233,121,1,1,0,105,0,34,12,56,0,0,15,8,159,10,1,0,32,192,226,255,32,54,228,255,32,0,233,121,29,199]
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: --> parsed 35 - 2 - 4 - 129 - [0,0,0,0,233,121,1,1,0,105,0,34,12,56,0,0,15,8,159,10,1,0,32,192,226,255,32,54,228,255,32,0,233,121,29] - 199
[2024-12-01 14:55:27] debug: 	zh:zstack:znp: <-- AREQ: AF - incomingMsg - {"groupid":0,"clusterid":0,"srcaddr":31209,"srcendpoint":1,"dstendpoint":1,"wasbroadcast":0,"linkquality":105,"securityuse":0,"timestamp":3673122,"transseqnumber":0,"len":15,"data":{"type":"Buffer","data":[8,159,10,1,0,32,192,226,255,32,54,228,255,32,0]}}
[2024-12-01 14:55:27] debug: 	zh:controller: Received payload: clusterID=0, address=31209, groupID=0, endpoint=1, destinationEndpoint=1, wasBroadcast=false, linkQuality=105, frame={"header":{"frameControl":{"frameType":0,"manufacturerSpecific":false,"direction":1,"disableDefaultResponse":false,"reservedBits":0},"transactionSequenceNumber":159,"commandIdentifier":10},"payload":[{"attrId":1,"dataType":32,"attrData":192},{"attrId":65506,"dataType":32,"attrData":54},{"attrId":65508,"dataType":32,"attrData":0}],"command":{"ID":10,"name":"report","parameters":[{"name":"attrId","type":33},{"name":"dataType","type":32},{"name":"attrData","type":1000}]}}
[2024-12-01 14:55:27] debug: 	zh:controller:endpoint: ZCL command 0xa4c13812921dddfd/1 genBasic.defaultRsp({"cmdId":10,"statusCode":0}, {"timeout":10000,"disableResponse":false,"disableRecovery":false,"disableDefaultResponse":true,"direction":1,"reservedBits":0,"transactionSequenceNumber":159,"writeUndiv":false})
[2024-12-01 14:55:27] debug: 	zh:zstack: sendZclFrameToEndpointInternal 0xa4c13812921dddfd:31209/1 (0,0,1)
[2024-12-01 14:55:27] debug: 	zh:zstack:znp: --> SREQ: AF - dataRequest - {"dstaddr":31209,"destendpoint":1,"srcendpoint":1,"clusterid":0,"transid":64,"options":0,"radius":30,"len":5,"data":{"type":"Buffer","data":[24,159,11,10,0]}}
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:writer: --> frame [254,15,36,1,233,121,1,1,0,0,64,0,30,5,24,159,11,10,0,103]
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: --- parseNext []
[2024-12-01 14:55:27] debug: 	z2m: Received Zigbee message from 'Smart Plug Z1', type 'attributeReport', cluster 'genBasic', data '{"65506":54,"65508":0,"appVersion":192}' from endpoint 1 with groupID 0
[2024-12-01 14:55:27] debug: 	zh:zstack:unpi:parser: <-- [254,1,100,1,0,100]
